ID,names,Excel Rows,Video Type,Captions,Video Width,Video Height,Frame Count,FPS,duration
1445,V0917,917,WORD,France,320.0,240.0,12.0,32.8767123288,0.365
1446,V0918,918,WORD,fraternity (1) ,320.0,240.0,17.0,30.0,0.566666666667
1447,V0919,919,WORD,fraternity (2) ,320.0,240.0,27.0,30.0,0.9
1448,V0920,920,WORD,Frederick MD,320.0,240.0,18.0,30.0,0.6
1449,V0921,921,WORD,free (1) ,320.0,240.0,12.0,32.8767123288,0.365
1450,V0922,922,WORD,free (2) ,320.0,240.0,25.0,30.0,0.833333333333
1451,V0923,923,WORD,freeze,320.0,240.0,8.0,30.0,0.266666666667
1452,V0924,924,WORD,freezer,320.0,240.0,10.0,30.0,0.333333333333
1453,V0925,925,WORD,Fremont CA,320.0,240.0,24.0,30.0,0.8
1454,V0926,926,WORD,french fries,320.0,240.0,25.0,30.0,0.833333333333
1455,V0927,927,WORD,fresh,320.0,240.0,21.0,30.0,0.7
1456,V0928,928,WORD,freshman (1),320.0,240.0,21.0,30.0,0.7
1457,V0929,929,WORD,freshman (2),320.0,240.0,20.0,30.0,0.666666666667
1458,V0930,930,WORD,freshman (3),320.0,240.0,14.0,30.0,0.466666666667
1459,V0931,931,WORD,Friday (1) ,320.0,240.0,20.0,30.0,0.666666666667
1460,V0932,932,WORD,Friday (2) ,320.0,240.0,21.0,30.0,0.7
1461,V0933,933,WORD,friend,320.0,240.0,28.0,30.0,0.933333333333
1462,V0935,935,WORD,Frisbee ,320.0,240.0,15.0,30.0,0.5
1463,V0936,936,WORD,from,320.0,240.0,13.0,30.0,0.433333333333
1464,V0937,937,WORD,from now on,320.0,240.0,18.0,30.0,0.6
1465,V0938,938,WORD,front (1) ,320.0,240.0,15.0,30.0,0.5
1466,V0939,939,WORD,front (2) ,320.0,240.0,10.0,30.0,0.333333333333
1467,V0940,940,WORD,front (3) ,320.0,240.0,17.0,30.0,0.566666666667
1468,V0941,941,WORD,fruit (acad.),320.0,240.0,12.0,30.0,0.4
1469,V0942,942,WORD,frustrated,320.0,240.0,19.0,30.0,0.633333333333
1470,V0943,943,WORD,full,320.0,240.0,19.0,30.0,0.633333333333
1471,V0944,944,WORD,fun (1) ,320.0,240.0,18.0,30.0,0.6
1472,V0945,945,WORD,fun (2) ,320.0,240.0,18.0,30.0,0.6
1473,V0946,946,WORD,function (acad.),320.0,240.0,15.0,30.0,0.5
1474,V0947,947,WORD,funny,320.0,240.0,13.0,30.0,0.433333333333
1475,V0948,948,WORD,furniture,320.0,240.0,23.0,31.4350797267,0.731666666667
1476,V0949,949,WORD,future (1) ,320.0,240.0,13.0,30.0,0.433333333333
1477,V0950,950,WORD,Gallaudet,320.0,240.0,17.0,30.0,0.566666666667
1478,V0951,951,WORD,game,320.0,240.0,23.0,30.0,0.766666666667
1479,V0952,952,WORD,garage,320.0,240.0,17.0,30.0,0.566666666667
1480,V0953,953,WORD,gasoline (1) ,320.0,240.0,25.0,30.0,0.833333333333
1481,V0954,954,WORD,gasoline (2) ,320.0,240.0,12.0,32.8767123288,0.365
1482,V0955,955,WORD,gate,320.0,240.0,15.0,30.0,0.5
1483,V0956,956,WORD,general,320.0,240.0,7.0,30.0,0.233333333333
1484,V0957,957,WORD,geometry (acad.),320.0,240.0,28.0,30.0,0.933333333333
1485,V0958,958,WORD,Georgia,320.0,240.0,7.0,30.0,0.233333333333
1486,V0959,959,WORD,get (acquire),320.0,240.0,7.0,30.0,0.233333333333
1487,V0960,960,WORD,get attention,320.0,240.0,14.0,30.0,0.466666666667
1488,V0961,961,WORD,get dressed,320.0,240.0,17.0,30.0,0.566666666667
1489,V0963,963,WORD,get in,320.0,240.0,20.0,30.0,0.666666666667
1490,V0964,964,WORD,get on,320.0,240.0,7.0,30.0,0.233333333333
1491,V0965,965,WORD,get out (1),320.0,240.0,20.0,30.0,0.666666666667
1492,V0966,966,WORD,get out (2) ,320.0,240.0,9.0,30.0,0.3
1493,V0967,967,WORD,get up,320.0,240.0,21.0,30.0,0.7
1494,V0968,968,WORD,gift,320.0,240.0,19.0,30.0,0.633333333333
1495,V0969,969,WORD,giraffe,320.0,240.0,18.0,30.0,0.6
1496,V0970,970,WORD,girl,320.0,240.0,23.0,30.0,0.766666666667
1497,V0971,971,WORD,give (1) ,320.0,240.0,16.0,30.0,0.533333333333
1498,V0972,972,WORD,give (2) ,320.0,240.0,13.0,30.0,0.433333333333
1499,V0973,973,WORD,give in (1),320.0,240.0,10.0,30.0,0.333333333333
1500,V0974,974,WORD,give in (2),320.0,240.0,24.0,30.0,0.8
1501,V0975,975,WORD,glass (1),320.0,240.0,23.0,31.4350797267,0.731666666667
1502,V0976,976,WORD,glass (2) ,320.0,240.0,23.0,30.0,0.766666666667
1503,V0977,977,WORD,gloves,320.0,240.0,17.0,30.0,0.566666666667
1504,V0978,978,WORD,go (1),320.0,240.0,9.0,30.0,0.3
1505,V0979,979,WORD,go (2),320.0,240.0,29.0,30.0,0.966666666667
1506,V0980,980,WORD,go (3),320.0,240.0,6.0,30.0,0.2
1507,V0981,981,WORD,go out of business,320.0,240.0,10.0,30.0,0.333333333333
1508,V0982,982,WORD,go steady,320.0,240.0,15.0,30.0,0.5
1509,V0983,983,WORD,go to bed (1),320.0,240.0,23.0,31.4350797267,0.731666666667
1510,V0984,984,WORD,go with ,320.0,240.0,20.0,30.0,0.666666666667
1511,V0985,985,WORD,goal,320.0,240.0,15.0,30.0,0.5
1512,V0986,986,WORD,goat,320.0,240.0,39.0,30.0,1.3
1513,V0988,988,WORD,god,320.0,240.0,23.0,31.4350797267,0.731666666667
1514,V0989,989,WORD,golf,320.0,240.0,10.0,30.0,0.333333333333
1515,V0990,990,WORD,good (1) ,320.0,240.0,7.0,30.0,0.233333333333
1516,V0991,991,WORD,good (2) ,320.0,240.0,18.0,30.0,0.6
1517,V0992,992,WORD,gorilla,320.0,240.0,23.0,31.4350797267,0.731666666667
1518,V0993,993,WORD,gossip (1),320.0,240.0,28.0,30.0,0.933333333333
1519,V0994,994,WORD,gotcha ,320.0,240.0,10.0,30.0,0.333333333333
1520,V0995,995,WORD,government,320.0,240.0,10.0,30.0,0.333333333333
1521,V0996,996,WORD,graduate,320.0,240.0,25.0,30.0,0.833333333333
1522,V0997,997,WORD,graduate school,320.0,240.0,12.0,32.8767123288,0.365
1523,V0998,998,WORD,grammar,320.0,240.0,23.0,30.0,0.766666666667
1524,V0999,999,WORD,grandfather,320.0,240.0,39.0,30.0,1.3
1525,V1002,1002,WORD,grandmother,320.0,240.0,42.0,30.0,1.4
1526,V1003,1003,WORD,grapes,320.0,240.0,13.0,30.0,0.433333333333
1527,V1004,1004,WORD,grease,320.0,240.0,15.0,30.0,0.5
1528,V1005,1005,WORD,Great Falls MT           ,320.0,240.0,12.0,32.8767123288,0.365
1529,V1006,1006,WORD,Greece,320.0,240.0,20.0,30.0,0.666666666667
1530,V1007,1007,WORD,greedy (1),320.0,240.0,15.0,30.0,0.5
1531,V1008,1008,WORD,greedy for money,320.0,240.0,9.0,30.0,0.3
1532,V1009,1009,WORD,green,320.0,240.0,23.0,31.4350797267,0.731666666667
1533,V1010,1010,WORD,Green Bay WI,320.0,240.0,20.0,30.0,0.666666666667
1534,V1011,1011,WORD,Greensboro NC,320.0,240.0,23.0,30.0,0.766666666667
1535,V1012,1012,WORD,grief,320.0,240.0,26.0,30.0,0.866666666667
1536,V1013,1013,WORD,grow (2),320.0,240.0,25.0,30.0,0.833333333333
1537,V1014,1014,WORD,grow up ,320.0,240.0,26.0,30.0,0.866666666667
1538,V1015,1015,WORD,guilty,320.0,240.0,21.0,30.0,0.7
1539,V1016,1016,WORD,guilty conscience,320.0,240.0,14.0,30.0,0.466666666667
1540,V1017,1017,WORD,gullible (1) ,320.0,240.0,21.0,30.0,0.7
1541,V1018,1018,WORD,gullible (2) ,320.0,240.0,18.0,30.0,0.6
1542,V1019,1019,WORD,gullible (3) ,320.0,240.0,69.0,30.4188096988,2.26833333333
1543,V1020,1020,WORD,gum,320.0,240.0,23.0,30.0,0.766666666667
1544,V1021,1021,WORD,gym (1),320.0,240.0,20.0,30.0,0.666666666667
1545,V1022,1022,WORD,gym (2),320.0,240.0,20.0,30.0,0.666666666667
1546,V1023,1023,WORD,gymnastics,320.0,240.0,31.0,30.0,1.03333333333
1547,V1024,1024,WORD,habit,320.0,240.0,12.0,32.8767123288,0.365
1548,V1025,1025,WORD,hair,320.0,240.0,31.0,30.0,1.03333333333
1549,V1026,1026,WORD,hair curler,320.0,240.0,23.0,31.4350797267,0.731666666667
1550,V1027,1027,WORD,haircut,320.0,240.0,74.0,30.3901437372,2.435
1551,V1028,1028,WORD,hairspray,320.0,240.0,23.0,31.4350797267,0.731666666667
1552,V1029,1029,WORD,half hour (1) ,320.0,240.0,25.0,30.0,0.833333333333
1553,V1030,1030,WORD,half hour (2) ,320.0,240.0,23.0,30.0,0.766666666667
1554,V1031,1031,WORD,hall,320.0,240.0,9.0,30.0,0.3
1555,V1032,1032,WORD,hallucinate (1) ,320.0,240.0,76.0,30.3797468354,2.50166666667
1556,V1033,1033,WORD,hallucinate (2) ,320.0,240.0,47.0,30.0,1.56666666667
1557,V1034,1034,WORD,hamburger,320.0,240.0,39.0,30.0,1.3
1558,V1035,1035,WORD,hand me down ,320.0,240.0,16.0,30.0,0.533333333333
1559,V1036,1036,WORD,handicapped,320.0,240.0,12.0,30.0,0.4
1560,V1037,1037,WORD,handkerchief,320.0,240.0,13.0,30.0,0.433333333333
1561,V1038,1038,WORD,hands,320.0,240.0,30.0,30.0,1.0
1562,V1039,1039,WORD,handsome (1) ,320.0,240.0,47.0,30.0,1.56666666667
1563,V1040,1040,WORD,handsome (2) ,320.0,240.0,31.0,30.0,1.03333333333
1564,V1041,1041,WORD,handsome (3),320.0,240.0,36.0,30.0,1.2
1565,V1042,1042,WORD,hanger,320.0,240.0,30.0,30.0,1.0
1566,V1043,1043,WORD,hangover,320.0,240.0,21.0,30.0,0.7
1567,V1044,1044,WORD,happen,320.0,240.0,26.0,30.0,0.866666666667
1568,V1045,1045,WORD,happy,320.0,240.0,20.0,30.0,0.666666666667
1569,V1046,1046,WORD,difficult,320.0,240.0,24.0,30.0,0.8
1570,V1047,1047,WORD,hard of hearing (1) ,320.0,240.0,23.0,31.4350797267,0.731666666667
1571,V1048,1048,WORD,hard of hearing (2) ,320.0,240.0,24.0,30.0,0.8
1572,V1049,1049,WORD,hard (solid),320.0,240.0,25.0,30.0,0.833333333333
1573,V1050,1050,WORD,Harley Davidson,320.0,240.0,36.0,30.0,1.2
1574,V1051,1051,WORD,hat,320.0,240.0,55.0,30.5272895467,1.80166666667
1575,V1053,1053,WORD,hate (1) ,320.0,240.0,8.0,30.0,0.266666666667
1576,V1054,1054,WORD,hate (2) ,320.0,240.0,7.0,30.0,0.233333333333
1577,V1055,1055,WORD,have,320.0,240.0,12.0,30.0,0.4
1578,V1056,1056,WORD,Hawaii (1),320.0,240.0,28.0,30.0,0.933333333333
1579,V1057,1057,WORD,Hawaii (2) ,320.0,240.0,47.0,30.0,1.56666666667
1580,V1058,1058,WORD,he ,320.0,240.0,42.0,30.0,1.4
1581,V1059,1059,WORD,head,320.0,240.0,21.0,30.0,0.7
1582,V1060,1060,WORD,hear,320.0,240.0,12.0,32.8767123288,0.365
1583,V1061,1061,WORD,hearing aid,320.0,240.0,18.0,30.0,0.6
1584,V1062,1062,WORD,hearing person ,320.0,240.0,17.0,30.0,0.566666666667
1585,V1063,1063,WORD,heart,320.0,240.0,9.0,30.0,0.3
1586,V1064,1064,WORD,heart attack,320.0,240.0,14.0,30.0,0.466666666667
1587,V1065,1065,WORD,heaven,320.0,240.0,41.0,30.0,1.36666666667
1588,V1066,1066,WORD,heavy,320.0,240.0,23.0,30.0,0.766666666667
1589,V1067,1067,WORD,helicopter (1),320.0,240.0,26.0,30.0,0.866666666667
1590,V1068,1068,WORD,helicopter (2),320.0,240.0,18.0,30.0,0.6
1591,V1069,1069,WORD,helicopter (3),320.0,240.0,23.0,31.4350797267,0.731666666667
1592,V1070,1070,WORD,hell (1) ,320.0,240.0,12.0,30.0,0.4
1593,V1071,1071,WORD,hell (2) ,320.0,240.0,23.0,30.0,0.766666666667
1594,V1072,1072,WORD,help ,320.0,240.0,24.0,30.0,0.8
1595,V1073,1073,WORD,here,320.0,240.0,33.0,30.0,1.1
1596,V1075,1075,WORD,hide,320.0,240.0,16.0,30.0,0.533333333333
1597,V1076,1076,WORD,high,320.0,240.0,13.0,30.0,0.433333333333
1598,V1077,1077,WORD,high from drugs (1) ,320.0,240.0,23.0,30.0,0.766666666667
1599,V1078,1078,WORD,high heels (1),320.0,240.0,38.0,30.0,1.26666666667
1600,V1079,1079,WORD,high heels (2),320.0,240.0,20.0,30.0,0.666666666667
1601,V1080,1080,WORD,high school,320.0,240.0,9.0,30.0,0.3
1602,V1081,1081,WORD,hippopotamus,320.0,240.0,25.0,30.0,0.833333333333
1603,V1082,1082,WORD,hire (2),320.0,240.0,7.0,30.0,0.233333333333
1604,V1084,1084,WORD,his,320.0,240.0,14.0,30.0,0.466666666667
1605,V1085,1085,WORD,historic,320.0,240.0,8.0,30.0,0.266666666667
1606,V1086,1086,WORD,history,320.0,240.0,13.0,30.0,0.433333333333
1607,V1087,1087,WORD,hit (person),320.0,240.0,23.0,31.4350797267,0.731666666667
1608,V1088,1088,WORD,hit (person with vehicle),320.0,240.0,17.0,30.0,0.566666666667
1609,V1089,1089,WORD,hockey,320.0,240.0,18.0,30.0,0.6
1610,V1090,1090,WORD,hold,320.0,240.0,20.0,30.0,0.666666666667
1611,V1091,1091,WORD,Holland (1) ,320.0,240.0,41.0,30.0,1.36666666667
1612,V1092,1092,WORD,Holland (2) ,320.0,240.0,12.0,30.0,0.4
1613,V1093,1093,WORD,holy (1),320.0,240.0,14.0,30.0,0.466666666667
1614,V1094,1094,WORD,holy (2),320.0,240.0,33.0,30.0,1.1
1615,V1095,1095,WORD,home,320.0,240.0,20.0,30.0,0.666666666667
1616,V1096,1096,WORD,homework,320.0,240.0,17.0,30.0,0.566666666667
1617,V1097,1097,WORD,homosexual (1) ,320.0,240.0,13.0,30.0,0.433333333333
1618,V1098,1098,WORD,homosexual (2) ,320.0,240.0,10.0,30.0,0.333333333333
1619,V1099,1099,WORD,homosexual (3) ,320.0,240.0,14.0,30.0,0.466666666667
1620,V1100,1100,WORD,honest,320.0,240.0,13.0,30.0,0.433333333333
1621,V1101,1101,WORD,Hong Kong,320.0,240.0,24.0,30.0,0.8
1622,V1102,1102,WORD,honor (1) ,320.0,240.0,13.0,30.0,0.433333333333
1623,V1103,1103,WORD,honor (2) ,320.0,240.0,13.0,30.0,0.433333333333
1624,V1105,1105,WORD,horse,320.0,240.0,33.0,30.0,1.1
1625,V1106,1106,WORD,hospital,320.0,240.0,23.0,31.4350797267,0.731666666667
1626,V1107,1107,WORD,hot,320.0,240.0,9.0,30.0,0.3
1627,V1108,1108,WORD,hotdog (1) ,320.0,240.0,34.0,30.0,1.13333333333
1628,V1110,1110,WORD,hotdog (3),320.0,240.0,21.0,30.0,0.7
1629,V1111,1111,WORD,hotdog (4),320.0,240.0,18.0,30.0,0.6
1630,V1112,1112,WORD,hour (1) ,320.0,240.0,23.0,31.4350797267,0.731666666667
1631,V1113,1113,WORD,hour (2) ,320.0,240.0,23.0,30.0,0.766666666667
1632,V1114,1114,WORD,house,320.0,240.0,48.0,30.0,1.6
1633,V1115,1115,WORD,House of Representatives,320.0,240.0,57.0,30.5084745763,1.86833333333
1634,V1116,1116,WORD,Houston TX,320.0,240.0,18.0,30.0,0.6
1635,V1117,1117,WORD,how (1) ,320.0,240.0,19.0,30.0,0.633333333333
1636,V1118,1118,WORD,how (2) ,320.0,240.0,15.0,30.0,0.5
1637,V1119,1119,WORD,how many (1) ,320.0,240.0,6.0,30.0,0.2
1638,V1120,1120,WORD,how many (2) ,320.0,240.0,8.0,30.0,0.266666666667
1639,V1121,1121,WORD,hug,320.0,240.0,8.0,30.0,0.266666666667
1640,V1122,1122,WORD,humble,320.0,240.0,23.0,31.4350797267,0.731666666667
1641,V1123,1123,WORD,humid,320.0,240.0,18.0,30.0,0.6
1642,V1124,1124,WORD,humorous (2),320.0,240.0,26.0,30.0,0.866666666667
1643,V1125,1125,WORD,hungry,320.0,240.0,10.0,30.0,0.333333333333
1644,V1126,1126,WORD,hunting,320.0,240.0,31.0,30.0,1.03333333333
1645,V1127,1127,WORD,hurry,320.0,240.0,21.0,30.0,0.7
1646,V1128,1128,WORD,hurt (1) ,320.0,240.0,20.0,30.0,0.666666666667
1647,V1129,1129,WORD,hurt (2) ,320.0,240.0,12.0,30.0,0.4
1648,V1130,1130,WORD,husband (1),320.0,240.0,15.0,30.0,0.5
1649,V1131,1131,WORD,husband (2),320.0,240.0,19.0,30.0,0.633333333333
1650,V1132,1132,WORD,hypnotize,320.0,240.0,79.0,30.3651505445,2.60166666667
1651,V1133,1133,WORD,hypocrite ,320.0,240.0,7.0,30.0,0.233333333333
1652,V1135,1135,WORD,I,320.0,240.0,10.0,30.0,0.333333333333
1653,V1136,1136,WORD,ice cream,320.0,240.0,14.0,30.0,0.466666666667
1654,V1137,1137,WORD,ID card,320.0,240.0,14.0,30.0,0.466666666667
1655,V1138,1138,WORD,Idaho,320.0,240.0,33.0,30.0,1.1
1656,V1139,1139,WORD,idea,320.0,240.0,8.0,30.0,0.266666666667
1657,V1140,1140,WORD,identity (acad.),320.0,240.0,10.0,30.0,0.333333333333
1658,V1141,1141,WORD,idiot (1),320.0,240.0,8.0,30.0,0.266666666667
1659,V1142,1142,WORD,idiot (2),320.0,240.0,10.0,30.0,0.333333333333
1660,V1143,1143,WORD,idle (1),320.0,240.0,18.0,30.0,0.6
1661,V1144,1144,WORD,idolize (3),320.0,240.0,18.0,30.0,0.6
1662,V1145,1145,WORD,idolize (4),320.0,240.0,19.0,30.0,0.633333333333
1663,V1146,1146,WORD,if (1) ,320.0,240.0,8.0,30.0,0.266666666667
1664,V1147,1147,WORD,if (2) ,320.0,240.0,13.0,30.0,0.433333333333
1665,V1148,1148,WORD,ignore (1) ,320.0,240.0,12.0,30.0,0.4
1666,V1149,1149,WORD,ignore (2),320.0,240.0,13.0,30.0,0.433333333333
1667,V1150,1150,WORD,Illinois,320.0,240.0,18.0,30.0,0.6
1668,V1151,1151,WORD,imagine (1),320.0,240.0,10.0,30.0,0.333333333333
1669,V1152,1152,WORD,impatient,320.0,240.0,19.0,30.0,0.633333333333
1670,V1153,1153,WORD,important ,320.0,240.0,23.0,30.0,0.766666666667
1671,V1154,1154,WORD,impossible (1) ,320.0,240.0,30.0,30.0,1.0
1672,V1155,1155,WORD,impossible (2) ,320.0,240.0,26.0,30.0,0.866666666667
1673,V1156,1156,WORD,impossible (3) ,320.0,240.0,29.0,30.0,0.966666666667
1674,V1157,1157,WORD,improve,320.0,240.0,17.0,30.0,0.566666666667
1675,V1158,1158,WORD,in,320.0,240.0,9.0,30.0,0.3
1676,V1159,1159,WORD,in a rut (1),320.0,240.0,32.0,30.0,1.06666666667
1677,V1160,1160,WORD,in the red,320.0,240.0,8.0,30.0,0.266666666667
1678,V1161,1161,WORD,include,320.0,240.0,12.0,32.8767123288,0.365
1679,V1162,1162,WORD,incompetent (2) ,320.0,240.0,12.0,32.8767123288,0.365
1680,V1163,1163,WORD,incompetent (3) ,320.0,240.0,5.0,30.0,0.166666666667
1681,V1164,1164,WORD,increase,320.0,240.0,13.0,30.0,0.433333333333
1682,V1165,1165,WORD,incredible,320.0,240.0,12.0,32.8767123288,0.365
1683,V1166,1166,WORD,indecisive,320.0,240.0,20.0,30.0,0.666666666667
1684,V1167,1167,WORD,independent (acad.),320.0,240.0,12.0,30.0,0.4
1685,V1168,1168,WORD,India,320.0,240.0,17.0,30.0,0.566666666667
1686,V1169,1169,WORD,Indiana,320.0,240.0,12.0,30.0,0.4
1687,V1170,1170,WORD,Indianapolis IN,320.0,240.0,15.0,30.0,0.5
1688,V1171,1171,WORD,individual,320.0,240.0,13.0,30.0,0.433333333333
1689,V1172,1172,WORD,infirmary,320.0,240.0,21.0,30.0,0.7
1690,V1173,1173,WORD,influence,320.0,240.0,14.0,30.0,0.466666666667
1691,V1174,1174,WORD,inform,320.0,240.0,13.0,30.0,0.433333333333
1692,V1175,1175,WORD,information,320.0,240.0,45.0,30.7167235495,1.465
1693,V1176,1176,WORD,injection (1),320.0,240.0,29.0,30.0,0.966666666667
1694,V1177,1177,WORD,injection (2),320.0,240.0,10.0,30.0,0.333333333333
1695,V1178,1178,WORD,innocent ,320.0,240.0,13.0,30.0,0.433333333333
1696,V1179,1179,WORD,insane (1) ,320.0,240.0,23.0,31.4350797267,0.731666666667
1697,V1180,1180,WORD,insane (2) ,320.0,240.0,26.0,30.0,0.866666666667
1698,V1181,1181,WORD,insane (3) ,320.0,240.0,19.0,30.0,0.633333333333
1699,V1182,1182,WORD,inside,320.0,240.0,23.0,30.0,0.766666666667
1700,V1183,1183,WORD,insomnia,320.0,240.0,31.0,30.0,1.03333333333
1701,V1184,1184,WORD,inspired,320.0,240.0,12.0,32.8767123288,0.365
1702,V1185,1185,WORD,institute ,320.0,240.0,25.0,30.0,0.833333333333
1703,V1186,1186,WORD,insult (1) ,320.0,240.0,6.0,30.0,0.2
1704,V1187,1187,WORD,insult (2) ,320.0,240.0,16.0,30.0,0.533333333333
1705,V1188,1188,WORD,insurance,320.0,240.0,28.0,30.0,0.933333333333
1706,V1189,1189,WORD,interest (financial 1),320.0,240.0,26.0,30.0,0.866666666667
1707,V1190,1190,WORD,interest (financial 2),320.0,240.0,14.0,30.0,0.466666666667
1708,V1191,1191,WORD,interesting (1),320.0,240.0,10.0,30.0,0.333333333333
1709,V1192,1192,WORD,interesting (2),320.0,240.0,13.0,30.0,0.433333333333
1710,V1193,1193,WORD,intermission,320.0,240.0,23.0,31.4350797267,0.731666666667
1711,V1194,1194,WORD,international ,320.0,240.0,32.0,30.0,1.06666666667
1712,V1195,1195,WORD,interpret (1),320.0,240.0,12.0,32.8767123288,0.365
1713,V1196,1196,WORD,interpret (2),320.0,240.0,26.0,30.0,0.866666666667
1714,V1197,1197,WORD,interrupt,320.0,240.0,13.0,30.0,0.433333333333
1715,V1198,1198,WORD,interview,320.0,240.0,21.0,30.0,0.7
1716,V1199,1199,WORD,intimate conversation,320.0,240.0,25.0,30.0,0.833333333333
1717,V1200,1200,WORD,intramural,320.0,240.0,10.0,30.0,0.333333333333
1718,V1201,1201,WORD,introduce,320.0,240.0,15.0,30.0,0.5
1719,V1202,1202,WORD,Iowa,320.0,240.0,27.0,30.0,0.9
1720,V1203,1203,WORD,Iran,320.0,240.0,28.0,30.0,0.933333333333
1721,V1204,1204,WORD,ironing,320.0,240.0,20.0,30.0,0.666666666667
1722,V1205,1205,WORD,isolated (1) ,320.0,240.0,23.0,30.0,0.766666666667
1723,V1206,1206,WORD,itself (1),320.0,240.0,41.0,30.0,1.36666666667
1724,V1207,1207,WORD,itself (2),320.0,240.0,17.0,30.0,0.566666666667
1725,V1208,1208,WORD,jacket,320.0,240.0,15.0,30.0,0.5
1726,V1209,1209,WORD,Jackson MS,320.0,240.0,15.0,30.0,0.5
1727,V1210,1210,WORD,Jacksonville IL,320.0,240.0,59.0,30.4909560724,1.935
1728,V1211,1211,WORD,Jaguar (car),320.0,240.0,25.0,30.0,0.833333333333
1729,V1213,1213,WORD,jail (1) ,320.0,240.0,32.0,30.0,1.06666666667
1730,V1214,1214,WORD,jail (2) ,320.0,240.0,13.0,30.0,0.433333333333
1731,V1215,1215,WORD,janitor,320.0,240.0,18.0,30.0,0.6
1732,V1216,1216,WORD,January,320.0,240.0,18.0,30.0,0.6
1733,V1217,1217,WORD,Japan (1) ,320.0,240.0,14.0,30.0,0.466666666667
1734,V1218,1218,WORD,Japan (2),320.0,240.0,21.0,30.0,0.7
1735,V1219,1219,WORD,jealous (1) ,320.0,240.0,9.0,30.0,0.3
1736,V1220,1220,WORD,jealous (2) ,320.0,240.0,8.0,30.0,0.266666666667
1737,V1221,1221,WORD,jealous (3) ,320.0,240.0,7.0,30.0,0.233333333333
1738,V1222,1222,WORD,Jehovah's Witnesses,320.0,240.0,14.0,30.0,0.466666666667
1739,V1223,1223,WORD,Jerusalem (1) ,320.0,240.0,29.0,30.0,0.966666666667
1740,V1224,1224,WORD,Jerusalem (2) ,320.0,240.0,13.0,30.0,0.433333333333
1741,V1225,1225,WORD,Jesus,320.0,240.0,24.0,30.0,0.8
1742,V1226,1226,WORD,Jewish,320.0,240.0,15.0,30.0,0.5
1743,V1227,1227,WORD,job (1),320.0,240.0,18.0,30.0,0.6
1744,V1229,1229,WORD,joint (marijuana),320.0,240.0,16.0,30.0,0.533333333333
1745,V1230,1230,WORD,jot down,320.0,240.0,23.0,30.0,0.766666666667
1746,V1231,1231,WORD,juice ,320.0,240.0,14.0,30.0,0.466666666667
1747,V1232,1232,WORD,July,320.0,240.0,38.0,30.0,1.26666666667
1748,V1233,1233,WORD,jump,320.0,240.0,16.0,30.0,0.533333333333
1749,V1234,1234,WORD,June,320.0,240.0,33.0,30.0,1.1
1750,V1235,1235,WORD,junior (acad. 1),320.0,240.0,9.0,30.0,0.3
1751,V1236,1236,WORD,junior (acad. 2),320.0,240.0,12.0,30.0,0.4
1752,V1237,1237,WORD,junk,320.0,240.0,20.0,30.0,0.666666666667
1753,V1238,1238,WORD,Kansas,320.0,240.0,17.0,30.0,0.566666666667
1754,V1239,1239,WORD,Kansas City MO          ,320.0,240.0,12.0,32.8767123288,0.365
1755,V1240,1240,WORD,kayak,320.0,240.0,30.0,30.0,1.0
1756,V1241,1241,WORD,keep,320.0,240.0,13.0,30.0,0.433333333333
1757,V1242,1242,WORD,keep a secret (1) ,320.0,240.0,19.0,30.0,0.633333333333
1758,V1243,1243,WORD,keep a secret (2) ,320.0,240.0,5.0,30.0,0.166666666667
1759,V1244,1244,WORD,Kentucky,320.0,240.0,7.0,30.0,0.233333333333
1760,V1245,1245,WORD,key (1) ,320.0,240.0,21.0,30.0,0.7
1761,V1246,1246,WORD,key (2) ,320.0,240.0,10.0,30.0,0.333333333333
1762,V1247,1247,WORD,kick,320.0,240.0,7.0,30.0,0.233333333333
1763,V1248,1248,WORD,kid,320.0,240.0,23.0,31.4350797267,0.731666666667
1764,V1249,1249,WORD,kill (1) ,320.0,240.0,7.0,30.0,0.233333333333
1765,V1250,1250,WORD,kill (2) ,320.0,240.0,15.0,30.0,0.5
1766,V1251,1251,WORD,killed,320.0,240.0,25.0,30.0,0.833333333333
1767,V1252,1252,WORD,kind (1),320.0,240.0,59.0,30.4909560724,1.935
1768,V1253,1253,WORD,kind of,320.0,240.0,36.0,30.0,1.2
1769,V1254,1254,WORD,king,320.0,240.0,45.0,30.0,1.5
1770,V1255,1255,WORD,kiss (1) ,320.0,240.0,12.0,32.8767123288,0.365
1771,V1256,1256,WORD,kiss (2) ,320.0,240.0,19.0,30.0,0.633333333333
1772,V1258,1258,WORD,kitchen (1) ,320.0,240.0,25.0,30.0,0.833333333333
1773,V1259,1259,WORD,kitchen (2) ,320.0,240.0,28.0,30.0,0.933333333333
1774,V1261,1261,WORD,kneel,320.0,240.0,6.0,30.0,0.2
1775,V1262,1262,WORD,knife (1) ,320.0,240.0,30.0,30.0,1.0
1776,V1263,1263,WORD,knife (2) ,320.0,240.0,31.0,30.0,1.03333333333
1777,V1264,1264,WORD,know,320.0,240.0,21.0,30.0,0.7
1778,V1265,1265,WORD,knowledgeable,320.0,240.0,17.0,30.0,0.566666666667
1779,V1267,1267,WORD,Korea (1) ,320.0,240.0,12.0,32.8767123288,0.365
1780,V1268,1268,WORD,Korea (2),320.0,240.0,19.0,30.0,0.633333333333
